x_1 x_2 v_1 v_2 r1 r2 height x0_bias y0_bias
1.7693 0.278844 -0.261994 -0.196712 -0.532091 0.320635 0.351003 1.64013 0.702571
1.79458 0.0780091 -0.0494731 0.320653 -0.312822 0.618111 0.334404 1.79458 0.0780091
1.9769 -0.0928274 0.0456887 -0.684072 0.192995 1.41813 0.334404 1.79458 0.0780091
1.95453 -0.814638 0.500684 -0.850817 0.589198 0.0283689 0.353023 1.95453 -0.814638
2.83373 -1.98661 0.330435 -0.427028 0.829463 1.50252 0.353023 1.95453 -0.814638
2.51836 -2.00814 -0.487752 0.0381148 0.305813 -0.892645 0.488763 2.51836 -2.00814
1.93797 -2.25891 -1.11125 -1.61346 -0.531536 1.16499 0.488763 2.51836 -2.00814
2.07866 -2.12101 0.823169 0.425461 0.568617 -0.622275 0.378504 2.07866 -2.12101
1.63374 -2.19391 -0.806306 -0.815485 1.34456 0.292167 0.378504 2.07866 -2.12101
1.89952 -1.71123 -0.804249 0.0111718 1.14912 0.0277162 0.331669 1.89952 -1.71123
1.73902 -1.79625 0.597907 -0.456105 -0.633018 0.728014 0.331669 1.89952 -1.71123
1.86809 -2.34157 -0.52433 0.133089 -1.65413 -0.601248 0.322195 1.86809 -2.34157
1.60264 -1.6709 0.0312965 0.856408 0.690264 -0.594768 0.322195 1.86809 -2.34157
1.72753 -2.01569 1.23444 -1.12402 0.0207309 -0.558292 0.316721 1.72753 -2.01569
2.07255 -2.82709 0.186264 0.0780088 1.0797 -0.82182 0.316721 1.72753 -2.01569
1.74159 -1.79822 -0.239099 0.00213391 -1.31049 -0.574401 0.310394 1.74159 -1.79822
